105388000000,icub,0.21,-0.42,0.8
105438000000,icub,0.21,-0.42,0.8
105455000000,cam,0.083,-0.289,0.716
105488000000,icub,0.26,-0.46,0.81
105505000000,cam,0.067,-0.306,0.74
105538000000,icub,0.26,-0.46,0.81
105555000000,cam,0.052,-0.305,0.734
105589000000,icub,0.26,-0.46,0.81
105606000000,cam,0.045,-0.307,0.739
105639000000,icub,0.26,-0.46,0.81
105656000000,cam,0.037,-0.308,0.744
105689000000,icub,0.23,-0.44,0.8
105706000000,cam,0.022,-0.302,0.738
105739000000,icub,0.23,-0.44,0.8
105756000000,cam,0.016,-0.31,0.76
105789000000,icub,0.19,-0.4,0.79
105808000000,cam,0.008,-0.305,0.759
105839000000,icub,0.19,-0.4,0.79
105866000000,cam,-0.006,-0.303,0.77
105889000000,icub,0.18,-0.39,0.79
105923000000,cam,-0.018,-0.293,0.767
105940000000,icub,0.16,-0.37,0.79
105987000000,cam,-0.03,-0.284,0.774
105990000000,icub,0.16,-0.37,0.79
106040000000,icub,0.13,-0.35,0.78
106053000000,cam,-0.037,-0.283,0.791
106090000000,icub,0.13,-0.35,0.78
106112000000,cam,-0.047,-0.275,0.804
106140000000,icub,0.13,-0.35,0.78
106171000000,cam,-0.055,-0.259,0.8
106190000000,icub,0.11,-0.34,0.77
106240000000,icub,0.11,-0.31,0.77
106247000000,cam,-0.062,-0.241,0.804
106290000000,icub,0.16,-0.33,0.78
106299000000,cam,-0.067,-0.217,0.801
106340000000,icub,0.14,-0.31,0.78
106349000000,cam,-0.072,-0.187,0.797
106390000000,icub,0.14,-0.31,0.78
106399000000,cam,-0.076,-0.173,0.808
106440000000,icub,0.16,-0.31,0.78
106456000000,cam,-0.076,-0.153,0.792
106490000000,icub,0.16,-0.31,0.78
106513000000,cam,-0.082,-0.097,0.795
106540000000,icub,0.14,-0.29,0.78
106565000000,cam,-0.084,-0.075,0.789
106590000000,icub,0.16,-0.29,0.79
106619000000,cam,-0.086,-0.032,0.781
106641000000,icub,0.14,-0.27,0.77
106688000000,cam,-0.086,-0.01,0.766
106692000000,icub,0.16,-0.27,0.77
106742000000,icub,0.16,-0.16,0.76
106743000000,cam,-0.087,0.011,0.77
106792000000,icub,0.2,-0.13,0.75
106813000000,cam,-0.088,0.075,0.749
106842000000,icub,0.2,-0.13,0.75
106866000000,cam,-0.088,0.096,0.751
106892000000,icub,0.2,-0.11,0.74
106922000000,cam,-0.084,0.153,0.73
106942000000,icub,0.2,-0.09,0.74
106986000000,cam,-0.083,0.169,0.723
106992000000,icub,0.2,-0.09,0.74
107042000000,icub,0.22,-0.07,0.73
107049000000,cam,-0.083,0.188,0.729
107093000000,icub,0.18,-0.05,0.73
107103000000,cam,-0.076,0.228,0.715
107143000000,icub,0.18,-0.05,0.73
107177000000,cam,-0.075,0.243,0.725
107193000000,icub,0.2,-0.02,0.73
107239000000,cam,-0.07,0.262,0.728
107243000000,icub,0.18,0.12,0.7
107292000000,cam,-0.056,0.28,0.72
107293000000,icub,0.17,0.14,0.69
107343000000,cam,-0.051,0.285,0.721
107345000000,icub,0.17,0.14,0.69
107395000000,icub,0.17,0.15,0.69
107395000000,cam,-0.045,0.285,0.71
107445000000,icub,0.18,0.19,0.69
107446000000,cam,-0.035,0.303,0.738
107495000000,icub,0.17,0.2,0.69
107506000000,cam,-0.022,0.309,0.743
107545000000,icub,0.17,0.2,0.69
107568000000,cam,-0.008,0.313,0.75
107595000000,icub,0.18,0.22,0.69
107620000000,cam,-0.001,0.312,0.748
107645000000,icub,0.18,0.22,0.69
107670000000,cam,0.013,0.311,0.752
107695000000,icub,0.13,0.22,0.69
107733000000,cam,0.02,0.31,0.754
107745000000,icub,0.13,0.26,0.72
107785000000,cam,0.035,0.311,0.771
107795000000,icub,0.12,0.27,0.74
107845000000,icub,0.12,0.27,0.75
107854000000,cam,0.048,0.306,0.778
107895000000,icub,0.12,0.27,0.75
107911000000,cam,0.06,0.296,0.779
107945000000,icub,0.12,0.27,0.75
